,date,Start,End,Sleep quality,Time in bed,Wake up,Sleep Notes,Heart rate,Activity (steps),sleeptime,sleepnote
720,2017-07-28,2017/7/28 23:29,2017/7/29 6:22,0.38,6:53:00,,,,5221,413,['nan']
721,2017-07-29,2017/7/29 22:00,2017/7/30 6:50,0.72,8:49:00,,,,3834,529,['nan']
722,2017-07-30,2017/7/30 23:20,2017/7/31 6:33,0.89,7:12:00,,,,1018,432,['nan']
723,2017-07-31,2017/7/31 22:39,2017/8/1 6:19,0.82,7:39:00,,,,1837,459,['nan']
724,2017-08-01,2017/8/1 23:15,2017/8/2 6:10,0.77,6:54:00,,,,893,414,['nan']
725,2017-08-02,2017/8/2 22:32,2017/8/3 6:06,0.81,7:33:00,,,,5280,453,['nan']
726,2017-08-03,2017/8/3 23:14,2017/8/4 6:32,0.8,7:18:00,,,,3584,438,['nan']
727,2017-08-04,2017/8/4 22:59,2017/8/5 7:31,0.76,8:31:00,,,,1114,511,['nan']
728,2017-08-05,2017/8/5 23:37,2017/8/6 7:38,0.81,8:00:00,,,,5152,480,['nan']
729,2017-08-06,2017/8/6 23:03,2017/8/7 8:12,0.99,9:08:00,,,,3045,548,['nan']
730,2017-08-07,2017/8/7 23:14,2017/8/8 7:41,0.73,8:26:00,,,,2429,506,['nan']
731,2017-08-08,2017/8/8 22:34,2017/8/9 6:05,0.81,7:31:00,,,,7187,451,['nan']
732,2017-08-09,2017/8/9 23:22,2017/8/10 5:53,0.59,6:30:00,,,,4488,390,['nan']
733,2017-08-12,2017/8/12 22:58,2017/8/13 6:40,0.79,7:42:00,,,,5541,462,['nan']
734,2017-08-13,2017/8/13 22:46,2017/8/14 5:51,0.58,7:04:00,,,,6246,424,['nan']
735,2017-08-14,2017/8/14 22:32,2017/8/15 5:51,0.67,7:18:00,,,,7940,438,['nan']
736,2017-08-15,2017/8/15 21:56,2017/8/16 6:30,0.83,8:34:00,,,,5029,514,['nan']
737,2017-08-16,2017/8/16 22:01,2017/8/17 5:29,0.81,7:27:00,,,,9185,447,['nan']
738,2017-08-17,2017/8/17 20:36,2017/8/18 4:53,0.35,8:16:00,,,,7581,496,['nan']
739,2017-08-25,2017/8/25 23:37,2017/8/26 6:38,0.3,7:00:00,,,,10605,420,['nan']
740,2017-08-27,2017/8/27 22:15,2017/8/28 7:00,0.94,8:44:00,,,,13476,524,['nan']
741,2017-08-28,2017/8/28 22:03,2017/8/29 7:20,0.82,9:17:00,,,,3921,557,['nan']
742,2017-08-30,2017/8/30 23:01,2017/8/31 6:38,0.74,7:37:00,,,,3332,457,['nan']
743,2017-08-31,2017/8/31 23:01,2017/9/1 7:16,0.81,8:15:00,,,,3001,495,['nan']
744,2017-09-01,2017/9/1 22:33,2017/9/2 7:38,0.89,9:04:00,,,,7268,544,['nan']
745,2017-09-03,2017/9/3 0:46,2017/9/3 8:08,0.81,7:21:00,,,,4835,441,['nan']
746,2017-09-03,2017/9/3 23:07,2017/9/4 7:22,0.84,8:14:00,,,,3230,494,['nan']
747,2017-09-04,2017/9/4 22:49,2017/9/5 6:07,0.59,7:17:00,,,,1333,437,['nan']
748,2017-09-05,2017/9/5 22:38,2017/9/6 6:08,0.81,7:30:00,,,,8922,450,['nan']
749,2017-09-06,2017/9/6 22:02,2017/9/7 6:02,0.79,7:59:00,,,,5095,479,['nan']
750,2017-09-07,2017/9/7 22:26,2017/9/8 6:05,0.77,7:39:00,,,,5470,459,['nan']
751,2017-09-09,2017/9/9 21:24,2017/9/10 6:13,0.74,8:48:00,,,,2257,528,['nan']
752,2017-09-11,2017/9/11 22:39,2017/9/12 6:06,0.56,7:27:00,,,,12094,447,['nan']
753,2017-09-12,2017/9/12 22:03,2017/9/13 6:08,0.86,8:04:00,,,,6059,484,['nan']
754,2017-09-13,2017/9/13 23:43,2017/9/14 6:32,0.55,6:48:00,,,,6075,408,['nan']
755,2017-09-14,2017/9/14 22:06,2017/9/15 6:05,0.79,7:59:00,,,,4400,479,['nan']
756,2017-09-16,2017/9/16 0:18,2017/9/16 8:51,0.91,8:33:00,,,,4880,513,['nan']
757,2017-09-17,2017/9/17 22:50,2017/9/18 6:32,0.71,7:41:00,,,,7213,461,['nan']
758,2017-09-18,2017/9/18 22:19,2017/9/19 6:04,0.69,7:44:00,,,,3640,464,['nan']
759,2017-09-19,2017/9/19 22:16,2017/9/20 6:04,0.76,7:47:00,,,,5184,467,['nan']
760,2017-09-20,2017/9/20 22:04,2017/9/21 6:06,0.65,8:02:00,,,,4443,482,['nan']
761,2017-09-21,2017/9/21 22:23,2017/9/22 6:07,0.72,7:44:00,,,,5242,464,['nan']
762,2017-09-24,2017/9/24 21:44,2017/9/25 5:57,0.8,8:13:00,,,,5142,493,['nan']
763,2017-09-25,2017/9/25 22:17,2017/9/26 6:19,0.73,8:01:00,,,,5050,481,['nan']
764,2017-09-26,2017/9/26 23:01,2017/9/27 5:49,0.66,6:47:00,,,,1706,407,['nan']
765,2017-09-27,2017/9/27 22:06,2017/9/28 6:08,0.83,8:02:00,,,,10076,482,['nan']
766,2017-09-28,2017/9/28 23:36,2017/9/29 6:41,0.75,7:04:00,,,,5320,424,['nan']
767,2017-09-29,2017/9/29 23:14,2017/9/30 8:00,0.8,8:46:00,,,,2809,526,['nan']
768,2017-10-01,2017/10/1 0:03,2017/10/1 7:36,0.79,7:33:00,,,,6235,453,['nan']
769,2017-10-01,2017/10/1 21:44,2017/10/2 6:05,0.69,8:21:00,,,,2757,501,['nan']
770,2017-10-02,2017/10/2 22:55,2017/10/3 6:00,0.76,7:05:00,,,,5551,425,['nan']
771,2017-10-03,2017/10/3 21:41,2017/10/4 6:25,0.96,8:44:00,,,,3729,524,['nan']
772,2017-10-04,2017/10/4 22:44,2017/10/5 6:05,0.75,7:20:00,,,,7101,440,['nan']
773,2017-10-05,2017/10/5 21:24,2017/10/6 4:37,0.76,7:13:00,,,,4906,433,['nan']
774,2017-10-06,2017/10/6 22:56,2017/10/7 7:44,0.55,8:47:00,,,,4507,527,['nan']
775,2017-10-07,2017/10/7 21:57,2017/10/8 8:05,0.71,10:07:00,,,,1588,607,['nan']
776,2017-10-09,2017/10/9 22:27,2017/10/10 6:10,0.79,7:42:00,,,,3951,462,['nan']
777,2017-10-10,2017/10/10 22:23,2017/10/11 6:00,0.8,7:36:00,,,,5912,456,['nan']
778,2017-10-11,2017/10/11 22:32,2017/10/12 6:10,0.71,7:38:00,,,,5314,458,['nan']
779,2017-10-12,2017/10/12 22:22,2017/10/13 6:37,0.79,8:14:00,,,,3240,494,['nan']
780,2017-10-13,2017/10/13 23:03,2017/10/14 8:15,0.88,9:11:00,,,,356,551,['nan']
781,2017-10-14,2017/10/14 22:58,2017/10/15 7:24,0.8,8:25:00,,,,388,505,['nan']
782,2017-10-15,2017/10/15 22:47,2017/10/16 5:56,0.69,7:09:00,,,,4287,429,['nan']
783,2017-10-16,2017/10/16 21:51,2017/10/17 6:01,0.74,8:09:00,,,,7129,489,['nan']
784,2017-10-17,2017/10/17 21:41,2017/10/18 6:02,0.78,8:21:00,,,,3342,501,['nan']
785,2017-10-19,2017/10/19 0:01,2017/10/19 6:02,0.6,6:00:00,,,,4074,360,['nan']
786,2017-10-19,2017/10/19 21:13,2017/10/20 6:14,1,9:00:00,,,,907,540,['nan']
787,2017-10-21,2017/10/21 0:05,2017/10/21 7:57,0.89,7:51:00,,,,5899,471,['nan']
788,2017-10-22,2017/10/22 0:25,2017/10/22 7:45,0.79,7:20:00,,,,71,440,['nan']
789,2017-10-22,2017/10/22 21:50,2017/10/23 6:00,0.82,8:10:00,,,,5210,490,['nan']
790,2017-10-23,2017/10/23 22:18,2017/10/24 6:01,0.65,7:42:00,,,,6636,462,['nan']
791,2017-10-24,2017/10/24 22:15,2017/10/25 6:06,0.83,7:51:00,,,,5355,471,['nan']
792,2017-10-25,2017/10/25 21:55,2017/10/26 6:00,0.65,8:05:00,,,,4119,485,['nan']
793,2017-10-27,2017/10/27 1:50,2017/10/27 6:51,0.59,5:01:00,,,,5364,301,['nan']
794,2017-10-28,2017/10/28 22:51,2017/10/29 7:51,0.91,9:00:00,,,,1097,540,['nan']
795,2017-10-29,2017/10/29 22:26,2017/10/30 6:00,0.78,7:34:00,,,,1430,454,['nan']
796,2017-10-30,2017/10/30 22:52,2017/10/31 5:43,0.62,6:51:00,,,,7603,411,['nan']
797,2017-10-31,2017/10/31 23:29,2017/11/1 5:02,0.49,5:33:00,,,,9304,333,['nan']
798,2017-11-02,2017/11/2 21:25,2017/11/3 6:21,0.74,8:56:00,,,,5051,536,['nan']
799,2017-11-03,2017/11/3 23:23,2017/11/4 7:26,0.89,8:02:00,,,,787,482,['nan']
800,2017-11-05,2017/11/5 22:30,2017/11/6 6:05,0.7,7:35:00,,,,5504,455,['nan']
801,2017-11-06,2017/11/6 22:08,2017/11/7 5:58,0.75,7:49:00,,,,3709,469,['nan']
802,2017-11-07,2017/11/7 21:01,2017/11/8 5:45,0.9,8:43:00,,,,144,523,['nan']
803,2017-11-08,2017/11/8 23:11,2017/11/9 6:30,0.76,7:18:00,,,,6094,438,['nan']
804,2017-11-09,2017/11/9 22:04,2017/11/10 7:15,0.96,9:11:00,,,,847,551,['nan']
805,2017-11-10,2017/11/10 23:29,2017/11/11 7:21,0.83,7:51:00,,,,5919,471,['nan']
806,2017-11-11,2017/11/11 23:06,2017/11/12 7:18,0.84,8:11:00,,,,1751,491,['nan']
807,2017-11-12,2017/11/12 23:39,2017/11/13 8:30,0.79,8:50:00,,,,3789,530,['nan']
808,2017-11-14,2017/11/14 21:16,2017/11/15 6:50,0.93,9:34:00,,,,52,574,['nan']
809,2017-11-15,2017/11/15 21:23,2017/11/16 6:51,0.85,9:27:00,,,,27,567,['nan']
810,2017-11-16,2017/11/16 22:33,2017/11/17 6:07,0.8,7:34:00,,,,430,454,['nan']
811,2017-11-17,2017/11/17 23:08,2017/11/18 7:20,0.91,8:11:00,,,,3281,491,['nan']
812,2017-11-19,2017/11/19 21:58,2017/11/20 6:02,0.82,8:04:00,,,,4153,484,['nan']
813,2017-11-20,2017/11/20 22:26,2017/11/21 6:00,0.86,7:33:00,,,,6494,453,['nan']
814,2017-11-21,2017/11/21 22:26,2017/11/22 5:57,0.68,7:31:00,,,,9426,451,['nan']
815,2017-11-22,2017/11/22 22:34,2017/11/23 6:01,0.8,7:26:00,,,,7565,446,['nan']
816,2017-11-23,2017/11/23 22:56,2017/11/24 6:30,0.8,7:33:00,,,,5735,453,['nan']
817,2017-11-25,2017/11/25 23:14,2017/11/26 8:19,1,9:05:00,,,,5116,545,['nan']
818,2017-11-26,2017/11/26 22:10,2017/11/27 6:05,0.63,7:55:00,,,,27,475,['nan']
819,2017-11-27,2017/11/27 22:36,2017/11/28 5:58,0.73,7:22:00,,,,0,442,['nan']
820,2017-11-28,2017/11/28 22:54,2017/11/29 6:09,0.8,7:14:00,,,,6417,434,['nan']
821,2017-11-29,2017/11/29 22:33,2017/11/30 6:26,0.83,7:52:00,,,,0,472,['nan']
822,2017-11-30,2017/11/30 20:54,2017/12/1 5:55,0.77,9:01:00,,,,0,541,['nan']
823,2017-12-03,2017/12/3 23:10,2017/12/4 6:15,0.63,7:05:00,,,,3400,425,['nan']
824,2017-12-04,2017/12/4 21:20,2017/12/5 5:50,0.7,8:29:00,,,,6015,509,['nan']
825,2017-12-05,2017/12/5 22:56,2017/12/6 6:15,0.68,7:19:00,,,,3179,439,['nan']
826,2017-12-06,2017/12/6 21:56,2017/12/7 5:50,0.63,7:53:00,,,,6346,473,['nan']
827,2017-12-07,2017/12/7 22:04,2017/12/8 6:31,0.82,8:27:00,,,,218,507,['nan']
828,2017-12-09,2017/12/9 23:39,2017/12/10 8:15,0.95,8:35:00,,,,0,515,['nan']
829,2017-12-10,2017/12/10 22:16,2017/12/11 6:06,0.7,7:49:00,,,,96,469,['nan']
830,2017-12-11,2017/12/11 21:47,2017/12/12 5:57,0.68,8:09:00,,,,7339,489,['nan']
831,2017-12-12,2017/12/12 22:09,2017/12/13 5:55,0.72,7:45:00,,,,6970,465,['nan']
832,2017-12-14,2017/12/14 22:47,2017/12/15 5:51,0.6,7:04:00,,,,1566,424,['nan']
833,2017-12-17,2017/12/17 21:35,2017/12/18 6:08,0.8,8:33:00,,,,5184,513,['nan']
834,2017-12-18,2017/12/18 21:39,2017/12/19 6:05,0.79,8:26:00,,,,75,506,['nan']
835,2017-12-19,2017/12/19 22:05,2017/12/20 6:25,0.79,8:20:00,,,,3088,500,['nan']
836,2017-12-20,2017/12/20 21:30,2017/12/21 5:52,0.59,8:22:00,,,,4553,502,['nan']
837,2017-12-21,2017/12/21 22:10,2017/12/22 6:55,0.75,8:44:00,,,,1306,524,['nan']
838,2017-12-26,2017/12/26 21:19,2017/12/27 7:55,0.97,10:35:00,,,,373,635,['nan']
839,2017-12-29,2017/12/29 0:06,2017/12/29 7:57,0.75,7:50:00,,,,5168,470,['nan']
840,2017-12-29,2017/12/29 22:00,2017/12/30 8:08,0.75,10:08:00,,,,61,608,['nan']
841,2018-01-01,2018/1/1 21:30,2018/1/2 5:56,0.81,8:25:00,,,,2544,505,['nan']
842,2018-01-02,2018/1/2 22:31,2018/1/3 5:48,0.76,7:17:00,,,,475,437,['nan']
844,2018-01-04,2018/1/4 22:19,2018/1/5 7:25,0.91,9:05:00,,,,5064,545,['nan']
845,2018-01-06,2018/1/6 23:13,2018/1/7 8:00,0.86,8:46:00,,,,2101,526,['nan']
846,2018-01-07,2018/1/7 22:09,2018/1/8 6:10,0.83,8:01:00,,,,1334,481,['nan']
847,2018-01-08,2018/1/8 22:53,2018/1/9 5:45,0.77,6:51:00,,,,2262,411,['nan']
848,2018-01-09,2018/1/9 22:22,2018/1/10 6:23,0.9,8:01:00,,,,4529,481,['nan']
849,2018-01-10,2018/1/10 21:31,2018/1/11 5:10,0.71,7:38:00,,,,6224,458,['nan']
850,2018-01-11,2018/1/11 21:54,2018/1/12 5:01,0.7,7:06:00,,,,47,426,['nan']
851,2018-01-12,2018/1/12 21:50,2018/1/13 7:38,0.7,9:48:00,,,,6296,588,['nan']
852,2018-01-13,2018/1/13 22:07,2018/1/14 7:09,0.64,9:02:00,,,,2405,542,['nan']
853,2018-01-14,2018/1/14 22:02,2018/1/15 5:50,0.73,7:48:00,,,,9237,468,['nan']
854,2018-01-15,2018/1/15 22:45,2018/1/16 6:00,0.79,7:15:00,,,,2818,435,['nan']
855,2018-01-16,2018/1/16 22:09,2018/1/17 6:01,0.71,7:51:00,,,,5752,471,['nan']
856,2018-01-17,2018/1/17 22:45,2018/1/18 6:12,0.84,7:27:00,,,,6631,447,['nan']
857,2018-01-18,2018/1/18 22:46,2018/1/19 6:48,0.59,8:02:00,,,,9516,482,['nan']
858,2018-01-19,2018/1/19 22:21,2018/1/20 8:22,0.71,10:01:00,,,,4454,601,['nan']
859,2018-01-20,2018/1/20 23:44,2018/1/21 7:01,0.67,7:17:00,,,,7253,437,['nan']
860,2018-01-21,2018/1/21 22:04,2018/1/22 6:01,0.84,7:56:00,,,,22,476,['nan']
861,2018-01-22,2018/1/22 23:15,2018/1/23 6:00,0.66,6:44:00,,,,2334,404,['nan']
862,2018-01-23,2018/1/23 21:41,2018/1/24 6:00,0.73,8:18:00,,,,2867,498,['nan']
863,2018-01-24,2018/1/24 20:58,2018/1/25 6:02,0.84,9:03:00,,,,4881,543,['nan']
864,2018-01-25,2018/1/25 23:17,2018/1/26 6:00,0.72,6:43:00,,,,2149,403,['nan']
865,2018-01-26,2018/1/26 22:13,2018/1/27 7:20,0.92,9:07:00,,,,1720,547,['nan']
866,2018-01-28,2018/1/28 1:21,2018/1/28 8:49,0.81,7:27:00,,,,6518,447,['nan']
867,2018-01-28,2018/1/28 21:30,2018/1/29 5:00,0.69,7:29:00,,,,29,449,['nan']
868,2018-01-29,2018/1/29 21:37,2018/1/30 6:01,0.79,8:23:00,,,,107,503,['nan']
869,2018-01-30,2018/1/30 22:18,2018/1/31 6:03,0.77,7:44:00,,,,5277,464,['nan']
870,2018-01-31,2018/1/31 22:29,2018/2/1 6:02,0.72,7:32:00,,,,1325,452,['nan']
871,2018-02-01,2018/2/1 21:25,2018/2/2 6:45,0.8,9:20:00,,,,3319,560,['nan']
872,2018-02-03,2018/2/3 2:20,2018/2/3 7:44,0.65,5:23:00,,,,4810,323,['nan']
874,2018-02-03,2018/2/3 22:29,2018/2/4 7:37,0.96,9:08:00,,,,362,548,['nan']
875,2018-02-04,2018/2/4 23:09,2018/2/5 6:01,0.72,6:52:00,,,,2528,412,['nan']
876,2018-02-05,2018/2/5 22:02,2018/2/6 6:00,0.78,7:58:00,,,,7982,478,['nan']
877,2018-02-06,2018/2/6 21:44,2018/2/7 6:12,0.82,8:28:00,,,,5039,508,['nan']
878,2018-02-07,2018/2/7 23:18,2018/2/8 6:48,0.73,7:29:00,,,,2435,449,['nan']
879,2018-02-08,2018/2/8 22:41,2018/2/9 6:00,0.93,7:18:00,,,,68,438,['nan']
880,2018-02-09,2018/2/9 23:07,2018/2/10 7:26,0.76,8:18:00,,,,5598,498,['nan']
881,2018-02-11,2018/2/11 22:44,2018/2/12 7:08,0.91,8:24:00,,,,1901,504,['nan']
882,2018-02-12,2018/2/12 21:54,2018/2/13 7:02,0.91,9:08:00,,,,56,548,['nan']
883,2018-02-13,2018/2/13 23:49,2018/2/14 7:00,0.81,7:11:00,,,,64,431,['nan']
884,2018-02-14,2018/2/14 21:24,2018/2/15 6:20,0.71,8:56:00,,,,3316,536,['nan']
885,2018-02-15,2018/2/15 21:36,2018/2/16 6:50,0.8,9:13:00,,,,6555,553,['nan']
886,2018-02-16,2018/2/16 22:52,2018/2/17 7:48,0.91,8:55:00,,,,2291,535,['nan']
